Element,Categorie,Sous_categorie,Phase,Type de document,Propriété,Paramètre IFC,Paramètre Revit_ENG,Nom,IFC Type,Catégorie Revit,Classification,Numéro - Description
Appareil électrique,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Appareil électrique,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,PDE,Protocole de communication,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXE,Protocole de communication,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXP,Protocole de communication,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Appareil électrique,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Appareil électrique,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Appareil électrique,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Appareil électrique,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Appareil électrique,Documentation,Plans et schémas,EXE,Déclaration de performance environnementale,,,,,,,,
Appareil électrique,Classification,,Toutes,,,,,,,,Uniformat II 2010,D5030.50 - Wiring Devices
Appareil électrique,Classification,,Toutes,,,,,,,,DIN276,KG449 - Sonstige zur Elektrische Anlagen
Armoire protection incendie,Classe et type IFC,,Toutes,,,,,Armoire protection incendie,IfcFireSuppressionTerminal.USERDEFINED[FIRE_CABINETS],Fire Protection,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,APD,,Statut de rénovation (Archicad),Pset_FireSuppressionTerminalTypeCommon.Status,-,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,PDE,,Statut de rénovation (Archicad),Pset_FireSuppressionTerminalTypeCommon.Status,-,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXE,,Statut de rénovation (Archicad),Pset_FireSuppressionTerminalTypeCommon.Status,-,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXP,,Statut de rénovation (Archicad),Pset_FireSuppressionTerminalTypeCommon.Status,-,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,APD,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,APD,,Statut,Pset_FireSuppressionTerminalTypeCommon.Status,Phase Created,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,PDE,,Statut,Pset_FireSuppressionTerminalTypeCommon.Status,Phase Created,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXE,,Statut,Pset_FireSuppressionTerminalTypeCommon.Status,Phase Created,,,,,
Armoire protection incendie,Informations alphanumériques,Niveau objet,EXP,,Statut,Pset_FireSuppressionTerminalTypeCommon.Status,Phase Created,,,,,
Armoire protection incendie,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Armoire protection incendie,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Armoire protection incendie,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXE,Protocole de mesure,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXP,Protocole de mesure,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Armoire protection incendie,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Armoire protection incendie,Documentation,Plans et schémas,APD,Schéma d'emprise,,,,,,,,
Armoire protection incendie,Documentation,Plans et schémas,PDE,Schéma unifilaire,,,,,,,,
Armoire protection incendie,Documentation,Plans et schémas,EXE,Schéma unifilaire,,,,,,,,
Armoire protection incendie,Documentation,Plans et schémas,EXP,Schéma unifilaire,,,,,,,,
Armoire protection incendie,Documentation,Plans et schémas,APD,Performances à atteindre,,,,,,,,
Armoire protection incendie,Classification,,Toutes,,,,,,,,Uniformat II 2010,D4030.10 - Fire Protection Cabinets
Armoire protection incendie,Classification,,Toutes,,,,,,,,DIN276,KG474 - Feuerlöschanlagen
Ascenseur,Classe et type IFC,,Toutes,,,,,Ascenseur,IfcTransportElement.ELEVATOR,Vertical Circulation,,
Ascenseur,Géométrie,Exigences minima,APD,,Volume intervention maintenance,,,,,,,
Ascenseur,Géométrie,Exigences minima,PDE,,Volume intervention maintenance,,,,,,,
Ascenseur,Géométrie,Exigences minima,EXE,,Volume intervention maintenance,,,,,,,
Ascenseur,Géométrie,Exigences minima,EXP,,Volume intervention maintenance,,,,,,,
Ascenseur,Géométrie,Exigences minima,APD,,Locaux techniques - dimensions,,,,,,,
Ascenseur,Géométrie,Exigences minima,PDE,,Locaux techniques - dimensions,,,,,,,
Ascenseur,Géométrie,Exigences minima,EXE,,Locaux techniques - dimensions,,,,,,,
Ascenseur,Géométrie,Exigences minima,EXP,,Locaux techniques - dimensions,,,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APS,,Statut de rénovation (Archicad),Pset_TransportElementCommon.Status,-,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APD,,Statut de rénovation (Archicad),Pset_TransportElementCommon.Status,-,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,PDE,,Statut de rénovation (Archicad),Pset_TransportElementCommon.Status,-,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXE,,Statut de rénovation (Archicad),Pset_TransportElementCommon.Status,-,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXP,,Statut de rénovation (Archicad),Pset_TransportElementCommon.Status,-,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APS,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APD,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,PDE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXE,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXP,,Type IFC,IFC Type,Type IFC Predefined Type,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APD,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Ascenseur,Informations alphanumériques,Niveau objet,PDE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXE,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXP,,Type IFC personnalisé,IfcObject.ObjectType,Objecttype (IDS will not check it),,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APS,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APS,,Statut,Pset_TransportElementCommon.Status,Phase Created,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,APD,,Statut,Pset_TransportElementCommon.Status,Phase Created,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,PDE,,Statut,Pset_TransportElementCommon.Status,Phase Created,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXE,,Statut,Pset_TransportElementCommon.Status,Phase Created,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXP,,Statut,Pset_TransportElementCommon.Status,Phase Created,,,,,
Ascenseur,Informations alphanumériques,Niveau objet,EXP,,Est extérieur (Archicad),Pset_TransportElementCommon.IsExternal,,,,,,
Ascenseur,Documentation,Descriptifs,APD,Prescriptions,,,,,,,,
Ascenseur,Documentation,Descriptifs,PDE,Prescriptions,,,,,,,,
Ascenseur,Documentation,Descriptifs,EXE,Prescriptions,,,,,,,,
Ascenseur,Documentation,Maintenance et fiches techniques,EXE,Fiche technique,,,,,,,,
Ascenseur,Documentation,Maintenance et fiches techniques,EXP,Fiche technique,,,,,,,,
Ascenseur,Documentation,Maintenance et fiches techniques,EXE,Notice de montage,,,,,,,,
Ascenseur,Documentation,Maintenance et fiches techniques,EXP,Notice de montage,,,,,,,,
Ascenseur,Documentation,Maintenance et fiches techniques,EXE,Notice de maintenance,,,,,,,,
Ascenseur,Documentation,Maintenance et fiches techniques,EXP,Notice de maintenance,,,,,,,,
Ascenseur,Documentation,Maintenance et fiches techniques,EXE,Carnet d'entretien,,,,,,,,
Ascenseur,Documentation,Maintenance et fiches techniques,EXP,Carnet d'entretien,,,,,,,,
Ascenseur,Documentation,Plans et schémas,APD,Schéma d'emprise,,,,,,,,
Ascenseur,Classification,,Toutes,,,,,,,,Uniformat II 2010,D1010.10 - Elevators
Ascenseur,Classification,,Toutes,,,,,,,,DIN276,KG461 - Aufzugsanlagen
Bâtiment,Classe et type IFC,,Toutes,,,,,Bâtiment,IfcBuilding,Project Information,,
Bâtiment,Informations alphanumériques,Niveau objet,APS,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APD,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,PDE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXE,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXP,,Classe IFC,IFC Class,Export Type to IFC As,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APS,,Nom objet,IfcRoot.Name,IfcName,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APD,,Nom objet,IfcRoot.Name,IfcName,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,PDE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXE,,Nom objet,IfcRoot.Name,IfcName,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXP,,Nom objet,IfcRoot.Name,IfcName,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APS,,Destination du bâtiment,Pset_BuildingCommon.OccupancyType,Occupancy type,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APD,,Destination du bâtiment,Pset_BuildingCommon.OccupancyType,Occupancy type,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,PDE,,Destination du bâtiment,Pset_BuildingCommon.OccupancyType,Occupancy type,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXE,,Destination du bâtiment,Pset_BuildingCommon.OccupancyType,Occupancy type,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXP,,Destination du bâtiment,Pset_BuildingCommon.OccupancyType,Occupancy type,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APS,,Pays,ePset_Address.Country1,Country,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APD,,Pays,ePset_Address.Country1,Country,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,PDE,,Pays,ePset_Address.Country1,Country,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXE,,Pays,ePset_Address.Country1,Country,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXP,,Pays,ePset_Address.Country1,Country,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APS,,Ville,ePset_Address.Town1,Town,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APD,,Ville,ePset_Address.Town1,Town,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,PDE,,Ville,ePset_Address.Town1,Town,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXE,,Ville,ePset_Address.Town1,Town,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXP,,Ville,ePset_Address.Town1,Town,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APS,,Code postal,ePset_Address.PostalCode1,Postal code,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APD,,Code postal,ePset_Address.PostalCode1,Postal code,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,PDE,,Code postal,ePset_Address.PostalCode1,Postal code,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXE,,Code postal,ePset_Address.PostalCode1,Postal code,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXP,,Code postal,ePset_Address.PostalCode1,Postal code,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APS,,Rue et numéro,ePset_Address.AdressLines1,Street name and nr,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APD,,Rue et numéro,ePset_Address.AdressLines1,Street name and nr,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,PDE,,Rue et numéro,ePset_Address.AdressLines1,Street name and nr,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXE,,Rue et numéro,ePset_Address.AdressLines1,Street name and nr,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXP,,Rue et numéro,ePset_Address.AdressLines1,Street name and nr,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APS,,Est classé,Pset_BuildingCommon.IsLandmarked,IsLandmarked,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,APD,,Est classé,Pset_BuildingCommon.IsLandmarked,IsLandmarked,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,PDE,,Est classé,Pset_BuildingCommon.IsLandmarked,IsLandmarked,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXE,,Est classé,Pset_BuildingCommon.IsLandmarked,IsLandmarked,,,,,
Bâtiment,Informations alphanumériques,Niveau objet,EXP,,Est classé,Pset_BuildingCommon.IsLandmarked,IsLandmarked,,,,,
Bâtiment,Documentation,Plans et schémas,APS,Schéma des espaces,,,,,,,,
Bâtiment,Documentation,Plans et schémas,APS,Plan de mesurage,,,,,,,,
Bâtiment,Documentation,Plans et schémas,APD,Plan de mesurage,,,,,,,,
Bâtiment,Documentation,Plans et schémas,PDE,Plan de mesurage,,,,,,,,
Bâtiment,Documentation,Plans et schémas,EXE,Plan de mesurage,,,,,,,,
Bâtiment,Documentation,Plans et schémas,EXP,Plan de mesurage,,,,,,,,
Bâtiment,Documentation,Plans et schémas,APS,Nomenclature des pièces,,,,,,,,
Bâtiment,Documentation,Plans et schémas,APD,Nomenclature des pièces,,,,,,,,
Bâtiment,Documentation,Plans et schémas,PDE,Nomenclature des pièces,,,,,,,,
Bâtiment,Documentation,Plans et schémas,EXE,Nomenclature des pièces,,,,,,,,
Bâtiment,Documentation,Plans et schémas,EXP,Nomenclature des pièces,,,,,,,,
Bâtiment,Documentation,Plans et schémas,APD,Surcharges d’exploitation,,,,,,,,
Bâtiment,Documentation,Plans et schémas,PDE,Surcharges d’exploitation,,,,,,,,
